Date,Open,High,Low,Close,Volume
31-Mar-17,56.00,56.03,55.64,55.73,5905639
30-Mar-17,56.48,56.60,55.81,56.04,7210468
29-Mar-17,56.41,57.10,56.35,56.68,7456208
28-Mar-17,55.99,56.78,55.79,56.62,7823943
27-Mar-17,55.64,56.25,55.54,55.93,8663611
24-Mar-17,55.29,56.64,55.12,56.36,14438573
23-Mar-17,54.61,55.55,54.52,55.37,23848344
22-Mar-17,54.76,55.00,53.76,53.92,37413372
21-Mar-17,58.78,59.00,57.72,58.01,15269827
20-Mar-17,58.00,58.81,57.96,58.68,13352530
17-Mar-17,57.77,57.88,57.31,57.80,10791471
16-Mar-17,57.43,57.72,56.83,57.60,9894955
15-Mar-17,57.63,57.99,56.75,57.66,10067524
14-Mar-17,56.87,58.01,56.72,57.28,9286917
13-Mar-17,56.40,56.82,56.11,56.67,7235882
10-Mar-17,56.49,56.99,56.26,56.43,8882395
9-Mar-17,56.61,56.66,56.09,56.36,6165660
8-Mar-17,56.94,56.94,56.31,56.51,7604792
7-Mar-17,56.71,56.99,56.02,56.55,7124445
6-Mar-17,56.70,56.93,56.53,56.77,6896754
3-Mar-17,57.63,57.65,56.51,56.70,9192475
2-Mar-17,57.90,58.25,57.65,57.80,6438361
1-Mar-17,57.86,58.03,57.33,57.95,8558904
28-Feb-17,57.37,57.55,56.86,57.16,7951315
27-Feb-17,57.65,57.83,57.35,57.69,4375653
24-Feb-17,57.39,58.42,57.07,57.86,9684469
23-Feb-17,58.11,58.40,57.27,57.39,12316307
22-Feb-17,57.48,58.38,57.36,58.24,10914088
21-Feb-17,56.38,57.45,56.20,57.36,10955030
17-Feb-17,56.12,56.80,55.86,56.75,12637964
16-Feb-17,56.88,56.92,56.10,56.29,8374192
15-Feb-17,56.29,56.76,56.21,56.64,6651971
14-Feb-17,55.92,56.69,55.83,56.45,8891430
13-Feb-17,56.17,56.34,55.75,56.09,7679800
10-Feb-17,55.63,56.47,55.63,56.22,14973383
9-Feb-17,53.93,55.70,53.93,55.31,14345385
8-Feb-17,52.74,53.94,52.70,53.88,9281071
7-Feb-17,53.07,53.28,52.67,52.81,6446876
6-Feb-17,52.09,52.80,52.05,52.80,7355182
3-Feb-17,52.62,52.80,52.25,52.36,8850416
2-Feb-17,53.00,53.01,52.48,52.80,7874179
1-Feb-17,52.98,53.26,52.61,53.02,8810937
31-Jan-17,51.68,52.90,51.63,52.90,12342873
30-Jan-17,52.78,53.22,52.41,53.08,9770763
27-Jan-17,53.68,54.08,53.03,53.19,7362028
26-Jan-17,54.11,54.12,53.36,53.65,6202005
25-Jan-17,53.73,54.12,53.69,53.86,6675011
24-Jan-17,53.02,53.57,52.99,53.45,6321310
23-Jan-17,53.02,53.26,52.72,53.24,7025715
20-Jan-17,53.22,53.35,52.90,53.20,7861047
19-Jan-17,53.84,53.94,52.89,52.93,8320612
18-Jan-17,53.86,53.89,52.86,53.27,6743094
17-Jan-17,53.40,53.95,53.01,53.65,9888451
13-Jan-17,52.59,52.93,52.23,52.92,6694367
12-Jan-17,52.51,52.69,52.16,52.40,7368654
11-Jan-17,53.12,53.29,52.66,52.69,8208307
10-Jan-17,53.55,53.73,53.11,53.11,8041852
9-Jan-17,53.96,53.99,53.22,53.38,8835265
6-Jan-17,53.09,54.09,52.98,53.91,12532449
5-Jan-17,52.92,53.10,52.44,53.06,8682193
4-Jan-17,52.23,53.34,52.09,53.07,13759473
3-Jan-17,51.99,52.50,51.77,51.98,13295607
30-Dec-16,51.10,51.33,50.70,50.83,7384258
29-Dec-16,51.00,51.24,50.88,51.06,4680840
28-Dec-16,51.31,51.50,50.87,51.02,6318040
27-Dec-16,51.80,52.25,51.20,51.29,8175000
23-Dec-16,51.99,52.35,51.67,51.91,9360816
22-Dec-16,52.80,53.00,52.03,52.14,11798871
21-Dec-16,52.90,53.35,51.55,52.30,23236380
20-Dec-16,51.06,51.99,50.75,51.79,15984083
19-Dec-16,50.91,51.36,50.48,50.85,9451738
16-Dec-16,51.60,51.64,50.67,50.92,13984850
15-Dec-16,52.00,52.04,51.09,51.29,9567532
14-Dec-16,52.24,52.34,51.59,51.79,8012783
13-Dec-16,51.83,53.22,51.83,52.30,11442327
12-Dec-16,51.50,51.90,50.94,51.54,11459541
9-Dec-16,51.76,51.97,51.50,51.72,5869828
8-Dec-16,52.15,52.47,51.45,51.55,9260850
7-Dec-16,50.79,52.25,50.60,52.10,10412638
6-Dec-16,50.83,51.10,50.26,50.57,12496332
5-Dec-16,50.80,52.27,50.70,51.85,12031170
2-Dec-16,50.26,50.68,50.10,50.46,6933279
1-Dec-16,50.11,51.25,50.06,50.65,7610063
30-Nov-16,50.52,50.81,50.07,50.07,8198418
29-Nov-16,51.20,51.37,50.57,50.63,6065682
28-Nov-16,51.44,51.44,50.61,51.01,8602118
25-Nov-16,51.68,51.74,51.35,51.52,2736767
23-Nov-16,51.71,51.85,51.20,51.34,4148968
22-Nov-16,51.47,51.75,51.05,51.71,5228142
21-Nov-16,51.00,51.42,50.95,51.28,5357204
18-Nov-16,51.39,51.89,50.96,51.10,7461602
17-Nov-16,50.94,51.67,50.72,51.59,7641504
16-Nov-16,50.00,50.80,49.95,50.68,6760291
15-Nov-16,50.46,50.64,49.75,50.13,9299754
14-Nov-16,51.18,51.19,50.21,50.21,8063943
11-Nov-16,50.22,50.85,50.18,50.77,6300607
10-Nov-16,51.29,51.37,50.33,50.39,12316075
9-Nov-16,50.07,51.27,49.80,51.12,9058575
8-Nov-16,51.10,51.49,50.95,51.08,8111362
7-Nov-16,50.48,50.93,50.28,50.91,8358692
4-Nov-16,49.80,50.45,49.76,49.96,9925196
3-Nov-16,49.98,50.00,49.31,49.73,7678690
2-Nov-16,49.24,50.27,49.01,49.72,10775938
1-Nov-16,50.50,50.51,49.14,49.62,14100431
31-Oct-16,50.88,51.15,50.00,50.18,17931262
28-Oct-16,52.12,52.50,51.79,52.02,9096719
27-Oct-16,52.34,52.34,51.69,51.89,7939188
26-Oct-16,50.95,52.27,50.90,51.97,12401117
25-Oct-16,50.97,51.44,50.71,51.05,14975302
24-Oct-16,52.16,52.29,51.83,51.87,7578184
21-Oct-16,51.74,51.87,51.25,51.77,9161003
20-Oct-16,51.77,52.36,51.69,51.89,6590489
19-Oct-16,51.34,51.84,51.14,51.80,6998963
18-Oct-16,51.30,51.66,51.19,51.22,6805166
17-Oct-16,51.65,51.75,50.96,51.03,7904002
14-Oct-16,52.38,52.50,51.62,51.62,7133784
13-Oct-16,52.12,52.32,51.50,52.03,8425755
12-Oct-16,52.01,52.71,51.80,52.44,9301264
11-Oct-16,51.95,52.25,51.52,51.82,9203523
10-Oct-16,52.13,52.25,51.77,51.79,5469323
7-Oct-16,52.42,52.46,51.68,51.79,8407084
6-Oct-16,52.20,52.33,51.97,52.03,9391723
5-Oct-16,52.15,52.64,52.10,52.12,7244125
4-Oct-16,52.90,53.06,52.08,52.14,10737412
3-Oct-16,52.54,53.00,52.42,52.67,7632543
30-Sep-16,52.57,53.06,52.28,52.65,12940220
29-Sep-16,52.92,53.58,52.12,52.16,16993949
28-Sep-16,54.60,55.00,52.80,53.25,33213008
27-Sep-16,54.25,55.54,53.90,55.34,17945212
26-Sep-16,54.80,55.00,54.08,54.40,11629568
23-Sep-16,55.02,55.71,54.91,55.15,8921732
22-Sep-16,55.47,55.98,55.24,55.41,8052393
21-Sep-16,55.02,55.38,54.61,55.34,8041695
20-Sep-16,55.26,55.44,54.76,54.87,8562999
19-Sep-16,55.38,55.47,54.93,54.95,7671328
16-Sep-16,55.24,55.36,55.05,55.18,11715439
15-Sep-16,55.00,55.54,54.81,55.47,6316251
14-Sep-16,55.16,55.56,54.93,55.13,7621197
13-Sep-16,55.86,55.94,55.12,55.37,7359422
12-Sep-16,55.00,56.12,54.95,56.01,7470941
9-Sep-16,55.88,56.00,55.26,55.33,11310403
8-Sep-16,56.88,57.27,56.11,56.17,12741924
7-Sep-16,57.48,57.78,57.01,57.72,7536144
6-Sep-16,58.25,58.38,57.21,57.41,9771751
2-Sep-16,58.63,59.18,57.99,58.02,6880533
1-Sep-16,57.67,58.55,57.53,58.54,8224952
31-Aug-16,57.86,58.28,57.18,57.64,7723638
30-Aug-16,58.46,58.76,57.85,58.00,6344565
29-Aug-16,59.20,59.25,58.53,58.63,5831027
26-Aug-16,58.57,59.20,58.30,59.00,9994300
25-Aug-16,60.01,60.15,59.03,59.24,8713898
24-Aug-16,59.89,60.33,59.72,60.22,11379038
23-Aug-16,58.80,59.80,58.80,59.62,8222759
22-Aug-16,58.82,59.46,58.65,58.66,8265962
19-Aug-16,57.40,59.14,57.25,58.90,15987096
18-Aug-16,56.99,57.46,56.90,57.21,6043620
17-Aug-16,56.87,56.97,56.54,56.86,7340541
16-Aug-16,56.80,57.04,56.42,56.88,4901794
15-Aug-16,56.65,57.06,56.62,56.77,4836335
12-Aug-16,56.70,56.76,56.13,56.45,5393354
11-Aug-16,55.63,56.89,55.48,56.73,9539467
10-Aug-16,55.95,56.18,55.07,55.13,6881449
9-Aug-16,56.08,56.24,55.69,55.77,8044357
8-Aug-16,56.13,56.39,55.68,55.98,6306977
5-Aug-16,55.32,56.06,55.17,55.85,7512502
4-Aug-16,54.96,55.57,54.65,54.79,8678103
3-Aug-16,54.55,55.18,54.28,54.75,9687312
2-Aug-16,55.23,55.28,54.78,54.92,7145600
1-Aug-16,55.73,55.87,55.30,55.41,6268392
29-Jul-16,55.27,55.66,55.21,55.50,6353444
28-Jul-16,55.59,55.81,54.98,55.45,9574064
27-Jul-16,56.50,57.00,55.47,55.79,10295407
26-Jul-16,57.20,57.87,56.25,56.37,8546691
25-Jul-16,56.87,57.15,56.46,57.14,7256291
22-Jul-16,56.82,56.96,56.42,56.73,8614746
21-Jul-16,57.99,58.03,56.57,56.99,8317259
20-Jul-16,57.99,58.10,57.74,57.76,5872418
19-Jul-16,57.46,57.77,57.15,57.76,7442696
18-Jul-16,58.00,58.16,57.74,57.74,6478896
15-Jul-16,58.59,58.86,57.87,57.87,9225206
14-Jul-16,58.30,58.60,58.15,58.49,7488355
13-Jul-16,58.18,58.44,57.73,57.99,9126459
12-Jul-16,57.09,58.20,57.07,58.06,11164368
11-Jul-16,56.83,57.23,56.71,56.83,8122521
8-Jul-16,56.10,56.82,56.09,56.72,8645942
7-Jul-16,55.80,55.98,55.56,55.92,6947979
6-Jul-16,54.88,55.81,54.82,55.80,7863399
5-Jul-16,55.34,55.91,55.01,55.20,10256124
1-Jul-16,55.07,55.81,54.91,55.61,9285096
30-Jun-16,55.29,55.43,54.60,55.20,17350521
29-Jun-16,54.50,55.14,52.89,55.13,36084771
28-Jun-16,52.04,53.20,51.57,53.09,20837781
27-Jun-16,52.00,52.52,51.48,51.89,15374062
24-Jun-16,52.36,53.36,52.18,52.59,18481189
23-Jun-16,55.11,55.18,53.95,54.12,11219782
22-Jun-16,55.00,55.14,54.53,54.57,7019646
21-Jun-16,54.46,55.09,54.44,54.77,8278214
20-Jun-16,54.23,55.15,54.23,54.36,8429371
17-Jun-16,53.45,53.87,53.16,53.71,11007105
16-Jun-16,53.54,53.64,52.94,53.47,14456484
15-Jun-16,54.24,55.06,54.24,54.31,7498386
14-Jun-16,54.58,54.94,54.08,54.12,9585598
13-Jun-16,55.00,55.64,54.88,54.91,8582181
10-Jun-16,54.64,55.36,54.55,55.11,12183598
9-Jun-16,54.11,55.05,53.88,54.94,11609794
8-Jun-16,53.83,54.34,53.66,54.12,12068525
7-Jun-16,54.16,54.35,53.55,53.55,13333980
6-Jun-16,53.77,54.54,53.69,54.30,13808332
3-Jun-16,54.29,54.57,53.40,53.45,17265816
2-Jun-16,54.22,54.67,54.22,54.53,13901685
