Date,Open,High,Low,Close,Volume
31-Mar-17,126.88,127.06,126.25,126.54,642811
30-Mar-17,126.19,127.45,126.18,126.98,451822
29-Mar-17,125.60,126.57,125.60,126.44,687288
28-Mar-17,124.93,126.45,124.20,126.20,502427
27-Mar-17,124.92,125.76,123.45,125.12,612100
24-Mar-17,126.41,126.42,124.84,125.13,709505
23-Mar-17,124.33,128.85,122.74,125.95,1414359
22-Mar-17,124.09,125.20,123.71,124.37,853498
21-Mar-17,125.01,125.69,123.62,123.78,998217
20-Mar-17,124.81,125.44,123.70,124.31,1030545
17-Mar-17,122.31,125.93,120.83,124.87,2220852
16-Mar-17,119.66,120.00,118.93,119.24,301092
15-Mar-17,118.85,119.57,118.46,119.46,415405
14-Mar-17,118.99,119.28,117.85,118.45,323433
13-Mar-17,118.88,119.38,118.77,119.13,336694
10-Mar-17,118.64,119.27,118.25,119.03,449896
9-Mar-17,118.59,118.76,117.21,117.87,332944
8-Mar-17,118.12,118.76,117.97,118.36,326109
7-Mar-17,118.21,118.99,117.79,118.27,418007
6-Mar-17,118.07,118.71,117.45,118.61,287025
3-Mar-17,118.65,118.84,117.86,118.41,421959
2-Mar-17,119.30,119.31,118.33,118.54,418173
1-Mar-17,118.69,119.99,118.52,119.63,585913
28-Feb-17,118.99,118.99,117.85,118.01,413478
27-Feb-17,118.89,119.25,118.55,119.11,248953
24-Feb-17,118.07,119.07,117.26,119.07,394581
23-Feb-17,119.02,119.02,117.59,118.43,395234
22-Feb-17,118.12,118.84,117.64,118.80,491566
21-Feb-17,118.66,119.21,118.03,118.44,451355
17-Feb-17,118.97,119.38,118.09,118.61,1435535
16-Feb-17,118.43,119.51,118.04,119.51,464133
15-Feb-17,116.74,118.60,116.46,118.41,507677
14-Feb-17,116.56,117.02,116.10,117.02,362307
13-Feb-17,117.24,117.65,116.63,116.99,448570
10-Feb-17,115.49,117.00,115.17,116.72,722930
9-Feb-17,114.55,115.48,114.40,115.36,474225
8-Feb-17,114.53,114.94,113.79,114.35,427150
7-Feb-17,115.32,115.34,114.37,114.79,562828
6-Feb-17,115.77,115.85,114.71,114.96,490557
3-Feb-17,115.68,116.68,114.33,116.11,384602
2-Feb-17,114.49,115.47,114.25,115.22,591012
1-Feb-17,115.80,117.32,114.53,114.85,774562
31-Jan-17,116.14,116.53,115.16,116.11,647259
30-Jan-17,117.12,117.12,115.30,116.20,388371
27-Jan-17,117.33,117.60,116.74,117.29,478162
26-Jan-17,116.88,117.95,116.65,117.39,435501
25-Jan-17,115.75,116.99,115.38,116.75,1081475
24-Jan-17,113.75,115.56,113.75,115.51,609270
23-Jan-17,113.77,114.06,112.96,113.84,267494
20-Jan-17,114.26,114.38,113.31,113.88,371920
19-Jan-17,113.96,114.28,113.23,113.74,382433
18-Jan-17,113.98,114.13,113.23,113.97,424677
17-Jan-17,113.81,114.27,113.31,113.67,305606
13-Jan-17,114.28,114.88,113.79,114.56,448983
12-Jan-17,115.09,115.24,113.21,114.40,586191
11-Jan-17,114.80,115.56,114.65,115.32,466048
10-Jan-17,115.22,115.42,114.74,114.78,894918
9-Jan-17,116.47,116.47,115.04,115.48,524713
6-Jan-17,116.51,116.96,115.78,116.70,429729
5-Jan-17,116.89,117.71,116.03,116.28,598668
4-Jan-17,116.24,117.71,116.09,117.31,623437
3-Jan-17,116.37,117.06,115.91,116.32,859079
30-Dec-16,116.58,116.90,115.41,115.56,697990
29-Dec-16,115.52,116.53,115.45,116.32,513372
28-Dec-16,116.58,116.91,115.47,115.60,467354
27-Dec-16,116.38,117.00,116.02,116.55,629062
23-Dec-16,117.08,117.39,113.00,116.36,2392966
22-Dec-16,120.08,120.22,119.10,120.09,1013802
21-Dec-16,119.97,120.26,119.30,119.51,552868
20-Dec-16,120.20,120.49,119.44,119.78,475544
19-Dec-16,120.34,121.14,119.99,120.15,832517
16-Dec-16,120.19,120.59,119.22,119.69,3597817
15-Dec-16,121.00,122.21,119.69,120.01,652659
14-Dec-16,120.81,121.42,119.43,119.53,659824
13-Dec-16,120.59,120.87,119.66,120.55,635241
12-Dec-16,120.73,121.28,120.05,120.38,707427
9-Dec-16,120.37,120.96,120.04,120.71,481457
8-Dec-16,120.07,120.90,119.35,120.55,479785
