Date,Open,High,Low,Close,Volume
31-Mar-17,124.11,124.82,124.03,124.55,5657560
30-Mar-17,124.74,125.43,124.28,124.66,4711693
29-Mar-17,125.05,125.33,124.36,124.92,3971828
28-Mar-17,125.62,125.78,124.78,125.66,5287559
27-Mar-17,125.16,126.14,125.15,125.80,5004285
24-Mar-17,125.86,126.36,125.13,125.48,6490304
23-Mar-17,126.10,127.00,125.66,125.90,8508073
22-Mar-17,127.05,127.65,126.21,126.26,10272668
21-Mar-17,128.38,128.45,127.14,127.25,7578634
20-Mar-17,128.04,128.42,127.97,128.07,5827497
17-Mar-17,128.45,128.94,127.95,128.06,13300756
16-Mar-17,128.44,128.70,127.77,128.46,7610720
15-Mar-17,127.05,129.00,126.60,128.96,8360637
14-Mar-17,126.86,127.75,126.77,127.05,7679707
13-Mar-17,125.83,126.95,125.79,126.68,7162476
10-Mar-17,126.04,126.49,125.54,126.21,7395375
9-Mar-17,124.58,126.21,124.17,125.95,8571147
8-Mar-17,123.75,124.68,123.50,124.10,7909858
7-Mar-17,122.58,124.46,122.39,123.83,6643988
6-Mar-17,123.01,124.43,122.60,123.71,6670681
3-Mar-17,123.41,123.93,123.23,123.79,5593811
2-Mar-17,123.75,124.36,123.02,123.63,6950220
1-Mar-17,122.49,124.45,122.42,123.86,9393869
28-Feb-17,122.01,122.65,121.94,122.21,8885513
27-Feb-17,122.13,122.88,122.10,122.40,5946157
24-Feb-17,121.50,122.74,120.90,122.73,10834986
23-Feb-17,119.52,121.90,119.48,121.70,9980945
22-Feb-17,119.28,119.77,119.25,119.52,5103903
21-Feb-17,118.40,119.89,118.32,119.66,8595110
17-Feb-17,118.19,118.90,118.05,118.86,8691397
16-Feb-17,117.00,118.28,117.00,118.08,7119291
15-Feb-17,115.90,117.46,115.59,117.20,5979679
14-Feb-17,115.44,116.40,115.32,116.36,5539136
13-Feb-17,115.28,116.12,115.22,115.88,5710779
10-Feb-17,114.32,115.99,114.23,115.24,6438536
9-Feb-17,113.47,114.65,113.40,114.08,5854606
8-Feb-17,113.30,113.69,113.15,113.40,5271951
7-Feb-17,113.60,113.62,113.05,113.48,5507915
6-Feb-17,113.46,113.59,112.62,113.40,6178433
3-Feb-17,113.50,113.66,112.66,113.64,7267569
2-Feb-17,112.82,113.62,112.77,113.57,7826308
1-Feb-17,112.48,113.32,112.47,113.23,7082322
31-Jan-17,112.79,113.40,112.43,113.25,8713408
30-Jan-17,113.40,113.60,112.85,113.13,6969430
27-Jan-17,112.00,113.54,111.90,113.38,8886070
26-Jan-17,112.00,112.84,111.60,111.84,10164341
25-Jan-17,111.93,112.80,110.76,112.80,9385502
24-Jan-17,112.91,113.30,111.15,111.76,12450307
23-Jan-17,114.51,114.77,113.80,113.91,7989760
20-Jan-17,114.49,115.03,114.08,114.15,7502425
19-Jan-17,114.68,114.90,113.92,114.20,5540831
18-Jan-17,114.94,115.10,114.41,114.70,5014570
17-Jan-17,113.94,115.05,113.67,114.87,6255447
13-Jan-17,114.94,115.02,114.44,114.60,4935188
12-Jan-17,114.27,114.73,113.37,114.62,6627250
11-Jan-17,116.08,116.25,114.02,114.73,8887197
10-Jan-17,116.03,117.00,115.87,116.16,5312812
9-Jan-17,116.35,116.61,115.89,116.28,5457539
6-Jan-17,116.67,117.00,115.76,116.30,5221381
5-Jan-17,116.00,116.97,115.44,116.86,6217214
4-Jan-17,115.50,116.23,115.31,115.65,5828946
3-Jan-17,115.78,116.00,115.23,115.84,5953048
30-Dec-16,115.80,115.99,114.98,115.21,5506734
29-Dec-16,115.23,115.87,115.01,115.49,2993622
28-Dec-16,115.88,116.16,115.05,115.10,3278292
27-Dec-16,115.89,116.00,115.38,115.91,3232942
23-Dec-16,115.40,116.32,115.30,115.96,2993339
22-Dec-16,115.00,115.53,113.88,115.44,4602309
21-Dec-16,116.20,116.20,114.74,115.31,5907740
20-Dec-16,115.98,116.25,114.91,115.66,5715163
19-Dec-16,116.07,116.66,115.94,116.02,6310789
16-Dec-16,116.41,116.46,115.46,115.88,11291124
15-Dec-16,115.33,115.92,114.89,115.89,6738083
14-Dec-16,116.12,117.30,114.58,114.99,9378704
13-Dec-16,115.53,115.97,115.01,115.89,7051623
12-Dec-16,112.69,115.40,112.58,115.36,9544614
9-Dec-16,111.41,112.43,111.20,112.26,7672088
8-Dec-16,110.54,111.20,109.93,110.99,7774945
7-Dec-16,111.89,111.89,109.32,111.10,11761134
6-Dec-16,112.24,113.20,111.85,112.06,6530358
5-Dec-16,112.40,112.42,111.73,111.94,5451568
2-Dec-16,111.72,112.53,111.44,111.96,6167740
1-Dec-16,111.36,111.54,111.00,111.38,8143287
30-Nov-16,112.19,112.52,111.30,111.30,11178468
29-Nov-16,112.95,113.41,112.16,112.48,7799649
28-Nov-16,113.79,114.12,113.05,113.13,9065730
25-Nov-16,113.60,114.23,113.38,114.13,3433340
23-Nov-16,112.25,113.43,111.56,113.07,8467037
22-Nov-16,114.59,115.00,112.27,112.74,11649748
21-Nov-16,115.44,115.68,114.80,115.00,5843313
18-Nov-16,115.79,115.92,114.81,115.36,7717773
17-Nov-16,116.68,116.68,116.12,116.57,5702591
16-Nov-16,116.65,116.78,116.08,116.36,6594838
15-Nov-16,116.40,116.69,115.82,116.32,7446670
14-Nov-16,118.58,118.99,116.50,116.60,10054905
11-Nov-16,119.49,119.49,118.13,118.47,8134783
10-Nov-16,120.77,121.10,119.02,119.54,11905170
9-Nov-16,120.00,122.50,118.10,120.31,16219977
8-Nov-16,116.48,117.57,116.47,117.05,6675268
7-Nov-16,115.89,116.72,115.84,116.66,6398177
4-Nov-16,115.04,115.94,115.04,115.11,7160570
3-Nov-16,114.88,115.44,114.75,115.03,6227110
2-Nov-16,115.52,115.76,114.83,114.86,6591318
1-Nov-16,114.76,115.94,114.63,115.34,7591930
31-Oct-16,115.28,116.23,114.50,115.99,8552528
28-Oct-16,115.82,115.91,114.57,115.33,8813324
27-Oct-16,114.98,116.55,114.79,115.70,7548667
26-Oct-16,113.64,115.22,113.60,114.56,6429241
25-Oct-16,113.64,114.16,113.09,113.96,5594989
24-Oct-16,113.93,114.19,113.44,113.61,6141858
21-Oct-16,114.11,114.24,112.99,113.44,8422032
20-Oct-16,114.83,115.70,114.59,114.87,6973009
19-Oct-16,115.57,115.89,114.46,114.59,7400937
18-Oct-16,117.38,118.48,115.16,115.41,12598255
